,sample_1,sample_2,sample_3,sample_4,sample_5
"('MAR00785', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00788', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00789', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00799', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00800', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00818', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00833', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00869', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00872', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00874', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00916', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00922', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00923', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00927', '(ENSG00000060971 and ENSG00000113790 and ENSG00000161533) or (ENSG00000060971 and ENSG00000133835 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6)}"
"('MAR00930', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00952', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00965', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00968', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00970', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR00972', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00974', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00975', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00977', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00978', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR00982', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR01001', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR01005', '(ENSG00000060971 and ENSG00000133835 and ENSG00000161533) or (ENSG00000060971 and ENSG00000113790 and ENSG00000161533)')","{'ENSG00000060971': ('ENSG00000060971', 0.25, 3.9), 'ENSG00000133835': ('ENSG00000133835', 0.5, 94.3), 'ENSG00000161533': ('ENSG00000161533', 0.25, 44.8)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 92.2), 'ENSG00000133835': ('ENSG00000133835', 0.5, 58.4), 'ENSG00000161533': ('ENSG00000161533', 0.25, 9.2)}","{'ENSG00000060971': ('ENSG00000060971', 0.25, 29.7), 'ENSG00000133835': ('ENSG00000133835', 0.5, 33.8), 'ENSG00000161533': ('ENSG00000161533', 0.25, 19.3)}","{'ENSG00000060971': ('ENSG00000060971', 0.24978878941243104, 782.2), 'ENSG00000133835': ('ENSG00000133835', 0.4854669140383426, 235.5), 'ENSG00000161533': ('ENSG00000161533', 0.24978878941243104, 249.6)}","{'ENSG00000060971': ('ENSG00000060971', 0.23326896202973244, 523.2), 'ENSG00000133835': ('ENSG00000133835', 0.37065148640101203, 58.6), 'ENSG00000161533': ('ENSG00000161533', 0.23326896202973244, 99.5)}"
"('MAR01009', 'ENSG00000117054 or ENSG00000122971')","{'ENSG00000117054': ('ENSG00000117054', 1, 632.8)}","{'ENSG00000117054': ('ENSG00000117054', 1, 233.6)}","{'ENSG00000117054': ('ENSG00000117054', 1, 40.3)}","{'ENSG00000117054': ('ENSG00000117054', 1, 279.0)}","{'ENSG00000117054': ('ENSG00000117054', 1, 524.7)}"
"('MAR01012', '')",{},{},{},{},{}
"('MAR01019', '')",{},{},{},{},{}
"('MAR01024', '')",{},{},{},{},{}
"('MAR01031', '')",{},{},{},{},{}
"('MAR01032', '')",{},{},{},{},{}
"('MAR01036', 'ENSG00000169710')",{},{},{},{},{}
"('MAR01038', 'ENSG00000136872')",{},{},{},{},{}
"('MAR01044', 'ENSG00000066926')",{},{},{},{},{}
"('MAR01046', '')",{},{},{},{},{}
"('MAR01047', 'ENSG00000173638')",{},{},{},{},{}
"('MAR01051', '')",{},{},{},{},{}
"('MAR01052', '')",{},{},{},{},{}
"('MAR01056', '')",{},{},{},{},{}
"('MAR01060', '')",{},{},{},{},{}
"('MAR01076', '')",{},{},{},{},{}
"('MAR01078', '')",{},{},{},{},{}
"('MAR01083', 'ENSG00000174951')",{},{},{},{},{}
"('MAR01118', 'ENSG00000171124')",{},{},{},{},{}
"('MAR01141', 'ENSG00000172461')",{},{},{},{},{}
"('MAR01169', 'ENSG00000115159')","{'ENSG00000115159': ('ENSG00000115159', 1, 18.2)}","{'ENSG00000115159': ('ENSG00000115159', 1, 3.1)}","{'ENSG00000115159': ('ENSG00000115159', 1, 11.7)}","{'ENSG00000115159': ('ENSG00000115159', 1, 2.9)}","{'ENSG00000115159': ('ENSG00000115159', 1, 3.4)}"
"('MAR01314', 'ENSG00000101438')",{},{},{},{},{}
"('MAR01340', '')",{},{},{},{},{}
"('MAR01348', '')",{},{},{},{},{}
"('MAR01349', '')",{},{},{},{},{}
"('MAR01351', 'ENSG00000135454')",{},{},{},{},{}
"('MAR01353', 'ENSG00000109586 or ENSG00000115339 or ENSG00000119514 or ENSG00000130035 or ENSG00000131386 or ENSG00000136542 or ENSG00000139629 or ENSG00000141429 or ENSG00000143641 or ENSG00000144278 or ENSG00000158089 or ENSG00000164574 or ENSG00000178234 or ENSG00000182870 or ENSG00000257594')","{'ENSG00000109586': ('ENSG00000109586', 0.07136322049405305, 7.8), 'ENSG00000141429': ('ENSG00000141429', 0.5635864592863677, 61.6), 'ENSG00000143641': ('ENSG00000143641', 0.12168344007319307, 13.3), 'ENSG00000164574': ('ENSG00000164574', 0.025617566331198532, 2.8), 'ENSG00000178234': ('ENSG00000178234', 0.21774931381518756, 23.8)}","{'ENSG00000109586': ('ENSG00000109586', 0.06313645621181264, 3.1), 'ENSG00000141429': ('ENSG00000141429', 0.12423625254582486, 6.1), 'ENSG00000143641': ('ENSG00000143641', 0.06313645621181264, 3.1), 'ENSG00000164574': ('ENSG00000164574', 0.12423625254582486, 6.1), 'ENSG00000178234': ('ENSG00000178234', 0.6252545824847251, 30.7)}","{'ENSG00000109586': ('ENSG00000109586', 0.09461663947797715, 11.6), 'ENSG00000141429': ('ENSG00000141429', 0.40048939641109293, 49.1), 'ENSG00000143641': ('ENSG00000143641', 0.17128874388254486, 21.0), 'ENSG00000164574': ('ENSG00000164574', 0.1525285481239804, 18.7), 'ENSG00000178234': ('ENSG00000178234', 0.18107667210440456, 22.2)}","{'ENSG00000109586': ('ENSG00000109586', 0.0011580775911986102, 0.2), 'ENSG00000141429': ('ENSG00000141429', 0.39548349739432537, 68.3), 'ENSG00000143641': ('ENSG00000143641', 0.4991314418066011, 86.2), 'ENSG00000164574': ('ENSG00000164574', 0.02605674580196873, 4.5), 'ENSG00000178234': ('ENSG00000178234', 0.0781702374059062, 13.5)}","{'ENSG00000109586': ('ENSG00000109586', 0.04472532814778804, 9.2), 'ENSG00000141429': ('ENSG00000141429', 0.08653378706854643, 17.8), 'ENSG00000143641': ('ENSG00000143641', 0.06806028196402529, 14.0), 'ENSG00000164574': ('ENSG00000164574', 0.011667476908118618, 2.4), 'ENSG00000178234': ('ENSG00000178234', 0.7890131259115216, 162.3)}"
"('MAR01354', '')",{},{},{},{},{}
"('MAR01368', '')",{},{},{},{},{}
"('MAR01369', '')",{},{},{},{},{}
"('MAR01371', 'ENSG00000182199')",{},{},{},{},{}
"('MAR01372', 'ENSG00000111275 or ENSG00000137124 or ENSG00000159423')","{'ENSG00000111275': ('ENSG00000111275', 0.9780681287914139, 419.2), 'ENSG00000159423': ('ENSG00000159423', 0.0219318712085861, 9.4)}","{'ENSG00000111275': ('ENSG00000111275', 0.8167659184608337, 178.3), 'ENSG00000159423': ('ENSG00000159423', 0.1832340815391663, 40.0)}","{'ENSG00000111275': ('ENSG00000111275', 0.9068241469816274, 69.1), 'ENSG00000159423': ('ENSG00000159423', 0.09317585301837271, 7.1)}","{'ENSG00000111275': ('ENSG00000111275', 0.7523926192481434, 982.7), 'ENSG00000159423': ('ENSG00000159423', 0.24760738075185668, 323.4)}","{'ENSG00000111275': ('ENSG00000111275', 0.717133680363274, 647.5), 'ENSG00000159423': ('ENSG00000159423', 0.2828663196367261, 255.4)}"
"('MAR01377', '')",{},{},{},{},{}
"('MAR01378', 'ENSG00000100170')",{},{},{},{},{}
"('MAR01380', 'ENSG00000162688')","{'ENSG00000162688': ('ENSG00000162688', 1, 147.9)}","{'ENSG00000162688': ('ENSG00000162688', 1, 18.4)}","{'ENSG00000162688': ('ENSG00000162688', 1, 15.4)}","{'ENSG00000162688': ('ENSG00000162688', 1, 91.0)}","{'ENSG00000162688': ('ENSG00000162688', 1, 17.5)}"
"('MAR01381', '')",{},{},{},{},{}
"('MAR01385', '')",{},{},{},{},{}
"('MAR01386', 'ENSG00000123643')",{},{},{},{},{}
"('MAR01396', 'ENSG00000101438')",{},{},{},{},{}
"('MAR01397', 'ENSG00000160752')","{'ENSG00000160752': ('ENSG00000160752', 1, 14.6)}","{'ENSG00000160752': ('ENSG00000160752', 1, 83.0)}","{'ENSG00000160752': ('ENSG00000160752', 1, 162.3)}","{'ENSG00000160752': ('ENSG00000160752', 1, 326.9)}","{'ENSG00000160752': ('ENSG00000160752', 1, 120.1)}"
"('MAR01399', 'ENSG00000119227')",{},{},{},{},{}
"('MAR01400', 'ENSG00000119227')",{},{},{},{},{}
