,reaction_expression
MAR08693,-1.0
MAR08694,-1.0
MAR08695,-1.0
MAR05151,16410.0
MAR05152,118.0
MAR05153,-1.0
MAR05154,-1.0
MAR05155,-1.0
MAR05156,-1.0
MAR05157,21480.0
MAR05158,-1.0
MAR05159,-1.0
MAR05160,-1.0
MAR05161,-1.0
MAR05162,-1.0
MAR05163,544.1
MAR05164,-1.0
MAR05165,2008.0
MAR05166,-1.0
MAR05167,-1.0
MAR05168,-1.0
MAR05169,-1.0
MAR05170,-1.0
MAR05171,-1.0
MAR05172,-1.0
MAR05174,-1.0
MAR07282,-1.0
MAR07616,-1.0
MAR07619,-1.0
MAR09735,-1.0
MAR07621,-1.0
MAR07622,-1.0
MAR07624,-1.0
MAR07626,-1.0
MAR05258,16410.0
MAR05259,2019.014
MAR05260,-1.0
MAR05261,2019.014
MAR05262,-1.0
MAR05263,2019.014
MAR05264,-1.0
MAR05265,2019.014
MAR05266,-1.0
MAR05267,-1.0
MAR05268,-1.0
MAR05269,-1.0
MAR05270,-1.0
MAR05271,-1.0
MAR05272,2019.014
MAR05273,-1.0
MAR05274,2019.014
MAR05275,-1.0
MAR05276,2019.014
MAR05277,-1.0
