,sample_1,sample_2,sample_3,sample_4
"('MAR08583', 'ENSG00000257335')",{},{},{},{}
"('MAR08584', 'ENSG00000090402')",{},{},{},{}
"('MAR08585', 'ENSG00000165434')","{'ENSG00000165434': ('ENSG00000165434', 1, 5.9)}","{'ENSG00000165434': ('ENSG00000165434', 1, 9.2)}","{'ENSG00000165434': ('ENSG00000165434', 1, 27.2)}","{'ENSG00000165434': ('ENSG00000165434', 1, 0.9)}"
"('MAR03944', 'ENSG00000169764')","{'ENSG00000169764': ('ENSG00000169764', 1, 378.4)}","{'ENSG00000169764': ('ENSG00000169764', 1, 196.7)}","{'ENSG00000169764': ('ENSG00000169764', 1, 82.1)}","{'ENSG00000169764': ('ENSG00000169764', 1, 597.8)}"
"('MAR04128', 'ENSG00000117308')","{'ENSG00000117308': ('ENSG00000117308', 1, 3.4)}","{'ENSG00000117308': ('ENSG00000117308', 1, 27.7)}","{'ENSG00000117308': ('ENSG00000117308', 1, 13.7)}","{'ENSG00000117308': ('ENSG00000117308', 1, 40.8)}"
"('MAR04130', 'ENSG00000108479 or ENSG00000156958')","{'ENSG00000108479': ('ENSG00000108479', 0.8229166666666667, 15.8), 'ENSG00000156958': ('ENSG00000156958', 0.17708333333333334, 3.4)}","{'ENSG00000108479': ('ENSG00000108479', 0.46637744034707157, 21.5), 'ENSG00000156958': ('ENSG00000156958', 0.5336225596529285, 24.6)}","{'ENSG00000108479': ('ENSG00000108479', 0.6386768447837151, 25.1), 'ENSG00000156958': ('ENSG00000156958', 0.361323155216285, 14.2)}","{'ENSG00000108479': ('ENSG00000108479', 0.8549723756906077, 123.8), 'ENSG00000156958': ('ENSG00000156958', 0.14502762430939226, 21.0)}"
"('MAR04131', 'ENSG00000213930')","{'ENSG00000213930': ('ENSG00000213930', 1, 25.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 18.4)}","{'ENSG00000213930': ('ENSG00000213930', 1, 14.6)}","{'ENSG00000213930': ('ENSG00000213930', 1, 74.8)}"
"('MAR04132', 'ENSG00000213930')","{'ENSG00000213930': ('ENSG00000213930', 1, 25.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 18.4)}","{'ENSG00000213930': ('ENSG00000213930', 1, 14.6)}","{'ENSG00000213930': ('ENSG00000213930', 1, 74.8)}"
"('MAR04303', 'ENSG00000090402 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335')","{'ENSG00000171298': ('ENSG00000171298', 0.6531365313653136, 17.7), 'ENSG00000214013': ('ENSG00000214013', 0.34686346863468637, 9.4)}","{'ENSG00000171298': ('ENSG00000171298', 0.2520325203252033, 3.1), 'ENSG00000214013': ('ENSG00000214013', 0.7479674796747967, 9.2)}","{'ENSG00000171298': ('ENSG00000171298', 0.75, 17.4), 'ENSG00000214013': ('ENSG00000214013', 0.25, 5.8)}","{'ENSG00000171298': ('ENSG00000171298', 0.62751677852349, 18.7), 'ENSG00000214013': ('ENSG00000214013', 0.3724832214765101, 11.1)}"
"('MAR04414', 'ENSG00000108479 or ENSG00000156958 or ENSG00000166262')","{'ENSG00000108479': ('ENSG00000108479', 0.5015873015873016, 15.8), 'ENSG00000156958': ('ENSG00000156958', 0.10793650793650793, 3.4), 'ENSG00000166262': ('ENSG00000166262', 0.3904761904761905, 12.3)}","{'ENSG00000108479': ('ENSG00000108479', 0.3180473372781065, 21.5), 'ENSG00000156958': ('ENSG00000156958', 0.36390532544378706, 24.6), 'ENSG00000166262': ('ENSG00000166262', 0.3180473372781065, 21.5)}","{'ENSG00000108479': ('ENSG00000108479', 0.6048192771084338, 25.1), 'ENSG00000156958': ('ENSG00000156958', 0.34216867469879514, 14.2), 'ENSG00000166262': ('ENSG00000166262', 0.05301204819277109, 2.2)}","{'ENSG00000108479': ('ENSG00000108479', 0.8171617161716173, 123.8), 'ENSG00000156958': ('ENSG00000156958', 0.13861386138613863, 21.0), 'ENSG00000166262': ('ENSG00000166262', 0.04422442244224423, 6.7)}"
"('MAR04415', 'ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167')","{'ENSG00000163521': ('ENSG00000163521', 1, 1.3), 'ENSG00000170266': ('ENSG00000170266', 1, 8.5)}","{'ENSG00000163521': ('ENSG00000163521', 1, 3.1), 'ENSG00000170266': ('ENSG00000170266', 1, 12.3)}","{'ENSG00000163521': ('ENSG00000163521', 1, 3.3), 'ENSG00000170266': ('ENSG00000170266', 1, 15.7)}","{'ENSG00000163521': ('ENSG00000163521', 1, 0.9), 'ENSG00000170266': ('ENSG00000170266', 1, 35.2)}"
"('MAR04416', 'ENSG00000102393 or ENSG00000170266 or ENSG00000241343')","{'ENSG00000102393': ('ENSG00000102393', 0.03587051618547681, 8.2), 'ENSG00000170266': ('ENSG00000170266', 0.03718285214348207, 8.5), 'ENSG00000241343': ('ENSG00000241343', 0.9269466316710412, 211.9)}","{'ENSG00000102393': ('ENSG00000102393', 0.012328213419563461, 6.1), 'ENSG00000170266': ('ENSG00000170266', 0.024858528698464027, 12.3), 'ENSG00000241343': ('ENSG00000241343', 0.9628132578819726, 476.4)}","{'ENSG00000102393': ('ENSG00000102393', 0.08964705882352943, 38.1), 'ENSG00000170266': ('ENSG00000170266', 0.036941176470588234, 15.7), 'ENSG00000241343': ('ENSG00000241343', 0.8734117647058823, 371.2)}","{'ENSG00000102393': ('ENSG00000102393', 0.011811652035115723, 7.4), 'ENSG00000170266': ('ENSG00000170266', 0.05618515562649641, 35.2), 'ENSG00000241343': ('ENSG00000241343', 0.9320031923383878, 583.9)}"
"('MAR04774', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.21402356577168244, 110.8), 'ENSG00000141959': ('ENSG00000141959', 0.014293992659841607, 7.4), 'ENSG00000152556': ('ENSG00000152556', 0.7716824415684759, 399.5)}","{'ENSG00000067057': ('ENSG00000067057', 0.17397454031117396, 24.6), 'ENSG00000141959': ('ENSG00000141959', 0.49999999999999994, 70.7), 'ENSG00000152556': ('ENSG00000152556', 0.326025459688826, 46.1)}","{'ENSG00000067057': ('ENSG00000067057', 0.34866310160427805, 32.6), 'ENSG00000141959': ('ENSG00000141959', 0.5155080213903743, 48.2), 'ENSG00000152556': ('ENSG00000152556', 0.13582887700534757, 12.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.006042296072507554, 0.4), 'ENSG00000141959': ('ENSG00000141959', 0.9531722054380665, 63.1), 'ENSG00000152556': ('ENSG00000152556', 0.04078549848942598, 2.7)}"
"('MAR04775', 'ENSG00000067057 or ENSG00000141959 or ENSG00000152556')","{'ENSG00000067057': ('ENSG00000067057', 0.21402356577168244, 110.8), 'ENSG00000141959': ('ENSG00000141959', 0.014293992659841607, 7.4), 'ENSG00000152556': ('ENSG00000152556', 0.7716824415684759, 399.5)}","{'ENSG00000067057': ('ENSG00000067057', 0.17397454031117396, 24.6), 'ENSG00000141959': ('ENSG00000141959', 0.49999999999999994, 70.7), 'ENSG00000152556': ('ENSG00000152556', 0.326025459688826, 46.1)}","{'ENSG00000067057': ('ENSG00000067057', 0.34866310160427805, 32.6), 'ENSG00000141959': ('ENSG00000141959', 0.5155080213903743, 48.2), 'ENSG00000152556': ('ENSG00000152556', 0.13582887700534757, 12.7)}","{'ENSG00000067057': ('ENSG00000067057', 0.006042296072507554, 0.4), 'ENSG00000141959': ('ENSG00000141959', 0.9531722054380665, 63.1), 'ENSG00000152556': ('ENSG00000152556', 0.04078549848942598, 2.7)}"
"('MAR04831', '')",{},{},{},{}
"('MAR04832', 'ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167')","{'ENSG00000163521': ('ENSG00000163521', 1, 1.3), 'ENSG00000170266': ('ENSG00000170266', 1, 8.5)}","{'ENSG00000163521': ('ENSG00000163521', 1, 3.1), 'ENSG00000170266': ('ENSG00000170266', 1, 12.3)}","{'ENSG00000163521': ('ENSG00000163521', 1, 3.3), 'ENSG00000170266': ('ENSG00000170266', 1, 15.7)}","{'ENSG00000163521': ('ENSG00000163521', 1, 0.9), 'ENSG00000170266': ('ENSG00000170266', 1, 35.2)}"
"('MAR07674', 'ENSG00000086062 or ENSG00000117411 or ENSG00000167531')","{'ENSG00000086062': ('ENSG00000086062', 1, 41.8)}","{'ENSG00000086062': ('ENSG00000086062', 1, 9.2)}","{'ENSG00000086062': ('ENSG00000086062', 1, 56.6)}","{'ENSG00000086062': ('ENSG00000086062', 1, 175.2)}"
"('MAR08761', 'ENSG00000138030')","{'ENSG00000138030': ('ENSG00000138030', 1, 1.4)}","{'ENSG00000138030': ('ENSG00000138030', 1, 67.6)}","{'ENSG00000138030': ('ENSG00000138030', 1, 8.0)}","{'ENSG00000138030': ('ENSG00000138030', 1, 387.6)}"
"('MAR08762', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.721938775510204, 28.3), 'ENSG00000136872': ('ENSG00000136872', 0.010204081632653062, 0.4), 'ENSG00000149925': ('ENSG00000149925', 0.26785714285714285, 10.5)}","{'ENSG00000109107': ('ENSG00000109107', 0.009250969859743361, 3.1), 'ENSG00000136872': ('ENSG00000136872', 0.7063563115487915, 236.7), 'ENSG00000149925': ('ENSG00000149925', 0.28439271859146525, 95.3)}","{'ENSG00000109107': ('ENSG00000109107', 0.18673647469458987, 10.7), 'ENSG00000136872': ('ENSG00000136872', 0.21989528795811517, 12.6), 'ENSG00000149925': ('ENSG00000149925', 0.5933682373472949, 34.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.025241581259150804, 86.2), 'ENSG00000136872': ('ENSG00000136872', 0.9734407027818448, 3324.3), 'ENSG00000149925': ('ENSG00000149925', 0.0013177159590043923, 4.5)}"
"('MAR08764', 'ENSG00000115850')",{},{},{},{}
"('MAR08766', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 273.9)}","{'ENSG00000085662': ('ENSG00000085662', 1, 92.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 61.5)}","{'ENSG00000085662': ('ENSG00000085662', 1, 3.2)}"
"('MAR08767', 'ENSG00000213930')","{'ENSG00000213930': ('ENSG00000213930', 1, 25.2)}","{'ENSG00000213930': ('ENSG00000213930', 1, 18.4)}","{'ENSG00000213930': ('ENSG00000213930', 1, 14.6)}","{'ENSG00000213930': ('ENSG00000213930', 1, 74.8)}"
"('MAR00454', '')",{},{},{},{}
"('MAR04297', 'ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525')","{'ENSG00000123836': ('ENSG00000123836', 1, 87.0)}","{'ENSG00000123836': ('ENSG00000123836', 1, 30.7)}","{'ENSG00000123836': ('ENSG00000123836', 1, 2.4)}","{'ENSG00000123836': ('ENSG00000123836', 1, 6.3)}"
"('MAR04310', 'ENSG00000138030')","{'ENSG00000138030': ('ENSG00000138030', 1, 1.4)}","{'ENSG00000138030': ('ENSG00000138030', 1, 67.6)}","{'ENSG00000138030': ('ENSG00000138030', 1, 8.0)}","{'ENSG00000138030': ('ENSG00000138030', 1, 387.6)}"
"('MAR04315', 'ENSG00000140263')","{'ENSG00000140263': ('ENSG00000140263', 1, 2.7)}","{'ENSG00000140263': ('ENSG00000140263', 1, 12.3)}","{'ENSG00000140263': ('ENSG00000140263', 1, 3.2)}","{'ENSG00000140263': ('ENSG00000140263', 1, 268.0)}"
"('MAR04316', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 273.9)}","{'ENSG00000085662': ('ENSG00000085662', 1, 92.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 61.5)}","{'ENSG00000085662': ('ENSG00000085662', 1, 3.2)}"
"('MAR04317', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 0.45783132530120485, 49.4), 'ENSG00000141560': ('ENSG00000141560', 0.07321594068582023, 7.9), 'ENSG00000162408': ('ENSG00000162408', 0.14457831325301207, 15.6), 'ENSG00000167363': ('ENSG00000167363', 0.027803521779425397, 3.0), 'ENSG00000172456': ('ENSG00000172456', 0.29657089898053757, 32.0)}","{'ENSG00000116199': ('ENSG00000116199', 0.1421911421911422, 6.1), 'ENSG00000141560': ('ENSG00000141560', 0.2867132867132867, 12.3), 'ENSG00000162408': ('ENSG00000162408', 0.21445221445221443, 9.2), 'ENSG00000167363': ('ENSG00000167363', 0.21445221445221443, 9.2), 'ENSG00000172456': ('ENSG00000172456', 0.14219114219114218, 6.1)}","{'ENSG00000116199': ('ENSG00000116199', 0.2822966507177033, 17.7), 'ENSG00000141560': ('ENSG00000141560', 0.24561403508771928, 15.4), 'ENSG00000162408': ('ENSG00000162408', 0.2679425837320574, 16.8), 'ENSG00000167363': ('ENSG00000167363', 0.07177033492822966, 4.5), 'ENSG00000172456': ('ENSG00000172456', 0.1323763955342903, 8.3)}","{'ENSG00000116199': ('ENSG00000116199', 0.07033184744923228, 14.2), 'ENSG00000141560': ('ENSG00000141560', 0.058444774640911336, 11.8), 'ENSG00000162408': ('ENSG00000162408', 0.04655770183259038, 9.4), 'ENSG00000167363': ('ENSG00000167363', 0.025260029717682014, 5.1), 'ENSG00000172456': ('ENSG00000172456', 0.799405646359584, 161.4)}"
"('MAR04318', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 0.45783132530120485, 49.4), 'ENSG00000141560': ('ENSG00000141560', 0.07321594068582023, 7.9), 'ENSG00000162408': ('ENSG00000162408', 0.14457831325301207, 15.6), 'ENSG00000167363': ('ENSG00000167363', 0.027803521779425397, 3.0), 'ENSG00000172456': ('ENSG00000172456', 0.29657089898053757, 32.0)}","{'ENSG00000116199': ('ENSG00000116199', 0.1421911421911422, 6.1), 'ENSG00000141560': ('ENSG00000141560', 0.2867132867132867, 12.3), 'ENSG00000162408': ('ENSG00000162408', 0.21445221445221443, 9.2), 'ENSG00000167363': ('ENSG00000167363', 0.21445221445221443, 9.2), 'ENSG00000172456': ('ENSG00000172456', 0.14219114219114218, 6.1)}","{'ENSG00000116199': ('ENSG00000116199', 0.2822966507177033, 17.7), 'ENSG00000141560': ('ENSG00000141560', 0.24561403508771928, 15.4), 'ENSG00000162408': ('ENSG00000162408', 0.2679425837320574, 16.8), 'ENSG00000167363': ('ENSG00000167363', 0.07177033492822966, 4.5), 'ENSG00000172456': ('ENSG00000172456', 0.1323763955342903, 8.3)}","{'ENSG00000116199': ('ENSG00000116199', 0.07033184744923228, 14.2), 'ENSG00000141560': ('ENSG00000141560', 0.058444774640911336, 11.8), 'ENSG00000162408': ('ENSG00000162408', 0.04655770183259038, 9.4), 'ENSG00000167363': ('ENSG00000167363', 0.025260029717682014, 5.1), 'ENSG00000172456': ('ENSG00000172456', 0.799405646359584, 161.4)}"
"('MAR04319', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 1, 137.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 18.4)}","{'ENSG00000156515': ('ENSG00000156515', 1, 34.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 0.6)}"
"('MAR04320', 'ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456')","{'ENSG00000116199': ('ENSG00000116199', 0.45783132530120485, 49.4), 'ENSG00000141560': ('ENSG00000141560', 0.07321594068582023, 7.9), 'ENSG00000162408': ('ENSG00000162408', 0.14457831325301207, 15.6), 'ENSG00000167363': ('ENSG00000167363', 0.027803521779425397, 3.0), 'ENSG00000172456': ('ENSG00000172456', 0.29657089898053757, 32.0)}","{'ENSG00000116199': ('ENSG00000116199', 0.1421911421911422, 6.1), 'ENSG00000141560': ('ENSG00000141560', 0.2867132867132867, 12.3), 'ENSG00000162408': ('ENSG00000162408', 0.21445221445221443, 9.2), 'ENSG00000167363': ('ENSG00000167363', 0.21445221445221443, 9.2), 'ENSG00000172456': ('ENSG00000172456', 0.14219114219114218, 6.1)}","{'ENSG00000116199': ('ENSG00000116199', 0.2822966507177033, 17.7), 'ENSG00000141560': ('ENSG00000141560', 0.24561403508771928, 15.4), 'ENSG00000162408': ('ENSG00000162408', 0.2679425837320574, 16.8), 'ENSG00000167363': ('ENSG00000167363', 0.07177033492822966, 4.5), 'ENSG00000172456': ('ENSG00000172456', 0.1323763955342903, 8.3)}","{'ENSG00000116199': ('ENSG00000116199', 0.07033184744923228, 14.2), 'ENSG00000141560': ('ENSG00000141560', 0.058444774640911336, 11.8), 'ENSG00000162408': ('ENSG00000162408', 0.04655770183259038, 9.4), 'ENSG00000167363': ('ENSG00000167363', 0.025260029717682014, 5.1), 'ENSG00000172456': ('ENSG00000172456', 0.799405646359584, 161.4)}"
"('MAR04356', 'ENSG00000109107 or ENSG00000136872 or ENSG00000149925')","{'ENSG00000109107': ('ENSG00000109107', 0.721938775510204, 28.3), 'ENSG00000136872': ('ENSG00000136872', 0.010204081632653062, 0.4), 'ENSG00000149925': ('ENSG00000149925', 0.26785714285714285, 10.5)}","{'ENSG00000109107': ('ENSG00000109107', 0.009250969859743361, 3.1), 'ENSG00000136872': ('ENSG00000136872', 0.7063563115487915, 236.7), 'ENSG00000149925': ('ENSG00000149925', 0.28439271859146525, 95.3)}","{'ENSG00000109107': ('ENSG00000109107', 0.18673647469458987, 10.7), 'ENSG00000136872': ('ENSG00000136872', 0.21989528795811517, 12.6), 'ENSG00000149925': ('ENSG00000149925', 0.5933682373472949, 34.0)}","{'ENSG00000109107': ('ENSG00000109107', 0.025241581259150804, 86.2), 'ENSG00000136872': ('ENSG00000136872', 0.9734407027818448, 3324.3), 'ENSG00000149925': ('ENSG00000149925', 0.0013177159590043923, 4.5)}"
"('MAR04383', 'ENSG00000178802')","{'ENSG00000178802': ('ENSG00000178802', 1, 39.5)}","{'ENSG00000178802': ('ENSG00000178802', 1, 12.3)}","{'ENSG00000178802': ('ENSG00000178802', 1, 9.1)}","{'ENSG00000178802': ('ENSG00000178802', 1, 18.8)}"
"('MAR04385', 'ENSG00000100413 or ENSG00000100417 or ENSG00000140650')","{'ENSG00000100413': ('ENSG00000100413', 0.18811881188118812, 3.8), 'ENSG00000100417': ('ENSG00000100417', 0.6683168316831684, 13.5), 'ENSG00000140650': ('ENSG00000140650', 0.14356435643564355, 2.9)}","{'ENSG00000100413': ('ENSG00000100413', 0.30801335559265436, 36.9), 'ENSG00000100417': ('ENSG00000100417', 0.538397328881469, 64.5), 'ENSG00000140650': ('ENSG00000140650', 0.15358931552587643, 18.4)}","{'ENSG00000100413': ('ENSG00000100413', 0.34313725490196073, 10.5), 'ENSG00000100417': ('ENSG00000100417', 0.22875816993464052, 7.0), 'ENSG00000140650': ('ENSG00000140650', 0.42810457516339867, 13.1)}","{'ENSG00000100413': ('ENSG00000100413', 0.27285513361462727, 38.8), 'ENSG00000100417': ('ENSG00000100417', 0.6188466947960619, 88.0), 'ENSG00000140650': ('ENSG00000140650', 0.10829817158931083, 15.4)}"
"('MAR04386', 'ENSG00000164068 or ENSG00000173540')","{'ENSG00000164068': ('ENSG00000164068', 0.1111111111111111, 0.7), 'ENSG00000173540': ('ENSG00000173540', 0.8888888888888888, 5.6)}","{'ENSG00000164068': ('ENSG00000164068', 0.10064935064935066, 3.1), 'ENSG00000173540': ('ENSG00000173540', 0.8993506493506493, 27.7)}","{'ENSG00000164068': ('ENSG00000164068', 0.30718954248366015, 4.7), 'ENSG00000173540': ('ENSG00000173540', 0.6928104575163399, 10.6)}","{'ENSG00000164068': ('ENSG00000164068', 0.45472837022132795, 22.6), 'ENSG00000173540': ('ENSG00000173540', 0.545271629778672, 27.1)}"
"('MAR04387', 'ENSG00000173540')","{'ENSG00000173540': ('ENSG00000173540', 1, 5.6)}","{'ENSG00000173540': ('ENSG00000173540', 1, 27.7)}","{'ENSG00000173540': ('ENSG00000173540', 1, 10.6)}","{'ENSG00000173540': ('ENSG00000173540', 1, 27.1)}"
"('MAR04399', 'ENSG00000112699')","{'ENSG00000112699': ('ENSG00000112699', 1, 2.8)}","{'ENSG00000112699': ('ENSG00000112699', 1, 86.1)}","{'ENSG00000112699': ('ENSG00000112699', 1, 24.4)}","{'ENSG00000112699': ('ENSG00000112699', 1, 17.1)}"
"('MAR04400', 'ENSG00000104522')","{'ENSG00000104522': ('ENSG00000104522', 1, 11.4)}","{'ENSG00000104522': ('ENSG00000104522', 1, 43.0)}","{'ENSG00000104522': ('ENSG00000104522', 1, 49.1)}","{'ENSG00000104522': ('ENSG00000104522', 1, 73.0)}"
"('MAR04401', 'ENSG00000116783 or ENSG00000254685')","{'ENSG00000254685': ('ENSG00000254685', 1, 7.8)}","{'ENSG00000254685': ('ENSG00000254685', 1, 18.4)}","{'ENSG00000254685': ('ENSG00000254685', 1, 5.1)}","{'ENSG00000254685': ('ENSG00000254685', 1, 9.3)}"
"('MAR04402', 'ENSG00000157353')",{},{},{},{}
"('MAR04403', '')",{},{},{},{}
"('MAR04490', 'ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883')","{'ENSG00000156515': ('ENSG00000156515', 1, 137.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 18.4)}","{'ENSG00000156515': ('ENSG00000156515', 1, 34.2)}","{'ENSG00000156515': ('ENSG00000156515', 1, 0.6)}"
"('MAR04706', 'ENSG00000078237 or ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525')","{'ENSG00000123836': ('ENSG00000123836', 1, 87.0)}","{'ENSG00000123836': ('ENSG00000123836', 1, 30.7)}","{'ENSG00000123836': ('ENSG00000123836', 1, 2.4)}","{'ENSG00000123836': ('ENSG00000123836', 1, 6.3)}"
"('MAR08768', 'ENSG00000104522')","{'ENSG00000104522': ('ENSG00000104522', 1, 11.4)}","{'ENSG00000104522': ('ENSG00000104522', 1, 43.0)}","{'ENSG00000104522': ('ENSG00000104522', 1, 49.1)}","{'ENSG00000104522': ('ENSG00000104522', 1, 73.0)}"
"('MAR04590', 'ENSG00000169738')","{'ENSG00000169738': ('ENSG00000169738', 1, 152.5)}","{'ENSG00000169738': ('ENSG00000169738', 1, 651.6)}","{'ENSG00000169738': ('ENSG00000169738', 1, 47.9)}","{'ENSG00000169738': ('ENSG00000169738', 1, 4143.6)}"
"('MAR04591', 'ENSG00000115425 or ENSG00000116353')","{'ENSG00000115425': ('ENSG00000115425', 0.1702127659574468, 4.0), 'ENSG00000116353': ('ENSG00000116353', 0.8297872340425532, 19.5)}","{'ENSG00000115425': ('ENSG00000115425', 0.29967426710097717, 18.4), 'ENSG00000116353': ('ENSG00000116353', 0.7003257328990228, 43.0)}","{'ENSG00000115425': ('ENSG00000115425', 0.3358778625954199, 4.4), 'ENSG00000116353': ('ENSG00000116353', 0.6641221374045801, 8.7)}","{'ENSG00000115425': ('ENSG00000115425', 0.8080985915492958, 91.8), 'ENSG00000116353': ('ENSG00000116353', 0.19190140845070425, 21.8)}"
"('MAR04592', 'ENSG00000085662 or ENSG00000198074')","{'ENSG00000085662': ('ENSG00000085662', 1, 273.9)}","{'ENSG00000085662': ('ENSG00000085662', 1, 92.2)}","{'ENSG00000085662': ('ENSG00000085662', 1, 61.5)}","{'ENSG00000085662': ('ENSG00000085662', 1, 3.2)}"
"('MAR04593', 'ENSG00000140263')","{'ENSG00000140263': ('ENSG00000140263', 1, 2.7)}","{'ENSG00000140263': ('ENSG00000140263', 1, 12.3)}","{'ENSG00000140263': ('ENSG00000140263', 1, 3.2)}","{'ENSG00000140263': ('ENSG00000140263', 1, 268.0)}"
"('MAR04594', 'ENSG00000104808')",{},{},{},{}
"('MAR04595', 'ENSG00000093217')",{},{},{},{}
"('MAR08341', 'ENSG00000053371 or ENSG00000085662 or ENSG00000117448')","{'ENSG00000053371': ('ENSG00000053371', 0.05400696864111499, 18.6), 'ENSG00000085662': ('ENSG00000085662', 0.7952961672473867, 273.9), 'ENSG00000117448': ('ENSG00000117448', 0.15069686411149827, 51.9)}","{'ENSG00000053371': ('ENSG00000053371', 0.477199901404979, 193.6), 'ENSG00000085662': ('ENSG00000085662', 0.2272615232930737, 92.2), 'ENSG00000117448': ('ENSG00000117448', 0.2955385753019472, 119.9)}","{'ENSG00000053371': ('ENSG00000053371', 0.2065285624607658, 32.9), 'ENSG00000085662': ('ENSG00000085662', 0.3860640301318267, 61.5), 'ENSG00000117448': ('ENSG00000117448', 0.40740740740740744, 64.9)}","{'ENSG00000053371': ('ENSG00000053371', 0.2440009503444999, 102.7), 'ENSG00000085662': ('ENSG00000085662', 0.0076027559990496565, 3.2), 'ENSG00000117448': ('ENSG00000117448', 0.7483962936564506, 315.0)}"
